"ID";"P1";"P3";"P8";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P21";"P22";"P23";"P24";"P26";"P2";"P4";"P5";"P6";"P7";"P9";"P10";"P11";"P19";"P20"
525;As vezes;Na família;Nas instituições públicas;Sim;Física;1 vez;20 a 29 anos;Companheiro;Procurou uma delegacia da mulher;Ótimo;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Nordeste;Não;Em parte;Importante;Muito importante;Muito importante;Moral;Sim;Física;Foi para casa de familiares;
526;Não;Na Justiça;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
527;As vezes;No trabalho;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino superior;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Importante;Muito importante;Importante;Moral;Sim;Psicológica;;
528;Não;Nas instituições públicas;No trabalho;Sim;Física;1 vez;até 19 anos;Pai;Silenciou;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
529;Não;Nas instituições públicas;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Importante;Importante;Muito importante;Sexual;Não;;;
530;As vezes;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Em parte;Importante;Importante;Muito importante;Física;Não;;;
531;As vezes;No trabalho;Na família;Não;;;;;;;20 a 29 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Não;Importante;Muito importante;Muito importante;Sexual;Não;;;
532;As vezes;No trabalho;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino médio;NS/NR;Dona de casa;Nordeste;As vezes;Não;Muito importante;Muito importante;Importante;Sexual;Não;;;
533;Não;Na Justiça;Na família;Sim;Moral;4 vezes ou mais;20 a 29 anos;Marido;Procurou ajuda da família;;20 a 29 anos;Ensino fundamental;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Sim;Muito importante;Importante;Indiferente;Psicológica;Sim;Física;;
534;As vezes;Na Justiça;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;As vezes;Sim;Sem importância;Importante;Pouco importante;Psicológica;Não;;;
535;Não;NS/NR;No trabalho;Não;;;;;;;20 a 29 anos;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
536;As vezes;Na família;Na família;Não;;;;;;;20 a 29 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Sim;Importante;Muito importante;Importante;Sexual;Não;;;
537;Não;Nas instituições públicas;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Importante;Muito importante;Muito importante;Física;Sim;Física;;
538;Não;No trabalho;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino médio;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Nordeste;Não;Não;Muito importante;Indiferente;Muito importante;Psicológica;Não;;;
539;Não;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Importante;Importante;Sexual;Não;;;
540;As vezes;Na Justiça;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
541;Não;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Importante;Física;Sim;Física;;
542;Sim;Na família;Na família;Não;;;;;;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Estudante;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Patrimonial;Não;;;
543;Não;No trabalho;Na família;Sim;Física;4 vezes ou mais;20 a 29 anos;Companheiro;Procurou uma delegacia da mulher;Bom;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Moral;Sim;Física;Foi para casa de familiares;
544;As vezes;Na família;No trabalho;Não;;;;;;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Indiferente;Muito importante;Moral;Não;;;
545;As vezes;Na família;Na Justiça;Não;;;;;;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Sim;Moral;;
546;Não;Nas instituições públicas;Na família;Sim;Psicológica;4 vezes ou mais;até 19 anos;Pai;Silenciou;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Importante;Física;Sim;Psicológica;;
547;Não;Nas instituições públicas;Na família;Não;;;;;;;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Em parte;Muito importante;Importante;Muito importante;Sexual;Sim;Física;;
548;As vezes;Na Justiça;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino fundamental;NS/NR;Trabalha fora;Nordeste;Não;Sim;Muito importante;Importante;Importante;Sexual;Não;;;
549;Não;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
550;Não;Na família;No trabalho;Não;;;;;;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Sim;Muito importante;Muito importante;Importante;Física;Não;;;
551;As vezes;Na Justiça;Nas instituições públicas;Sim;Moral;2 vezes;20 a 29 anos;Enteado/outro familiar;Silenciou;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
552;Não;Nas instituições públicas;No trabalho;Não;;;;;;;30 a 39 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Não;Importante;Importante;Muito importante;Moral;Não;;;
553;Não;Na família;No trabalho;Sim;Física;1 vez;20 a 29 anos;Marido;Procurou ajuda da família;;40 a 49 anos;Ensino fundamental;NS/NR;Dona de casa;Nordeste;Não;Não;Pouco Importante;Importante;Importante;Física;Sim;Física;;
554;Não;NS/NR;NS/NR;Não;;;;;;;40 a 49 anos;Ensino superior;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
555;Não;Na solicitação de serviços;Na família;Não;;;;;;;40 a 49 anos;Ensino superior;Mais de 21 salários mínimos (R$ 5.460);Trabalha fora;Nordeste;Não;Sim;Importante;Muito importante;Muito importante;Física;Não;;;
556;As vezes;Na família;NS/NR;Sim;Física;4 vezes ou mais;20 a 29 anos;Marido;Procurou uma delegacia comum;Bom;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Não;;Foi para sua casa;
557;As vezes;Nas instituições públicas;Na Justiça;Não;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Indiferente;Psicológica;Não;;;
558;Não;Na Justiça;Na solicitação de serviços;Sim;Física;4 vezes ou mais;até 19 anos;Marido;Procurou ajuda da família;;40 a 49 anos;Não alfabetizada;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
559;Sim;NS/NR;No trabalho;Não;;;;;;;40 a 49 anos;Pós-graduação;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Física;Não;;;
560;Não;Na família;Na Justiça;Não;;;;;;;40 a 49 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Sim;Sim;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
561;Não;Na família;Nas instituições públicas;Não;;;;;;;40 a 49 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Importante;Importante;Física;Sim;Física;;
562;Não;Nas instituições públicas;Na Justiça;Não;;;;;;;40 a 49 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Não;Importante;Importante;Importante;Moral;Sim;Moral;;
563;Não;No trabalho;Na família;Não;;;;;;;50 a 59 anos;Ensino fundamental;NS/NR;Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Sim;Física;;
564;Não;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Nordeste;Não;Em parte;Indiferente;Importante;Importante;Psicológica;Não;;;
565;Não;Na família;Nas instituições públicas;Não;;;;;;;50 a 59 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Sim;Física;;
566;Não;NS/NR;NS/NR;Não;;;;;;;60 anos ou mais;Ensino fundamental;NS/NR;Dona de casa;Nordeste;NS/NR;Não;Importante;NS/NR;Importante;Física;Sim;Física;;
567;Sim;Na família;Na Justiça;Sim;Física;1 vez;20 a 29 anos;Marido;Procurou uma delegacia comum;Bom;60 anos ou mais;Não alfabetizada;NS/NR;Dona de casa;Nordeste;Não;Em parte;Muito importante;Muito importante;Indiferente;Física;Sim;Física;Foi para sua casa;
568;Não;Na solicitação de serviços;No trabalho;Não;;;;;;;60 anos ou mais;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Não;;;
569;Não;Na Justiça;Nas instituições públicas;Não;;;;;;;60 anos ou mais;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
570;Não;Na família;Nas instituições públicas;Não;;;;;;;16 a 19 anos;Ensino médio;Até 2 salários míninos (R$ 520);Estudante;Nordeste;Não;Não;Indiferente;Sem importância;Sem Importância;Sexual;Não;;;
571;Não;Na Justiça;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Em parte;Importante;Importante;Importante;Física;Não;;;
572;Não;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Sim;Sexual;;
573;Não;No trabalho;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
574;As vezes;No trabalho;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Sim;Em parte;Muito importante;Muito importante;Pouco importante;Sexual;Não;;;
575;As vezes;Na Justiça;Na solicitação de serviços;Sim;Física;1 vez;20 a 29 anos;Namorado;Procurou uma delegacia comum;Ótimo;20 a 29 anos;Ensino superior;Mais de 21 salários mínimos (R$ 5.460);Trabalha fora;Nordeste;As vezes;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Não;;Foi para sua casa;
576;As vezes;Nas instituições públicas;Na Justiça;Não;;;;;;;30 a 39 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
577;As vezes;Na família;Na Justiça;Sim;Psicológica;4 vezes ou mais;até 19 anos;Tio/Primo;Procurou ajuda da família;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Psicológica;;
578;Não;No trabalho;Na solicitação de serviços;Não;;;;;;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
579;As vezes;Na família;Na Justiça;Sim;Física;1 vez;até 19 anos;NS/NR;NS/NR;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;NS/NR;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
580;As vezes;Na Justiça;Na família;Não;;;;;;;30 a 39 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
581;As vezes;Na família;Nas instituições públicas;Não;;;;;;;40 a 49 anos;Ensino fundamental;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Nordeste;Não;Não;Muito importante;Importante;Pouco importante;Física;Não;;;
582;Não;Nas instituições públicas;Na solicitação de serviços;Sim;Física;1 vez;30 a 39 anos;Marido;NS/NR;;40 a 49 anos;Ensino médio;Até 2 salários míninos (R$ 520);Estudante;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
583;Não;Na família;Nas instituições públicas;Não;;;;;;;40 a 49 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Sim;Sim;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
584;Não;No trabalho;Na família;Sim;Física;3 vezes;até 19 anos;Marido;Silenciou;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Sim;Sim;Sem importância;Importante;Muito importante;Física;Sim;Física;;
585;Não;Na Justiça;Na família;Não;;;;;;;50 a 59 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
586;Não;Na família;No trabalho;Não;Psicológica;4 vezes ou mais;até 19 anos;;;;60 anos ou mais;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
587;Sim;Na família;Na Justiça;Não;;;;;;;16 a 19 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Sudeste;Não;Sim;Importante;Muito importante;Muito importante;Sexual;Não;;;
588;As vezes;Na família;No trabalho;Não;;;;;;;16 a 19 anos;Ensino médio;Até 2 salários míninos (R$ 520);Estudante;Sudeste;NS/NR;NS/NR;Importante;Muito importante;Muito importante;Sexual;Não;;;
589;As vezes;Na família;No trabalho;Não;;;;;;;16 a 19 anos;Ensino médio;Mais de 21 salários mínimos (R$ 5.460);Estudante;Sudeste;Não;Em parte;Muito importante;Importante;Muito importante;Psicológica;Não;;;
590;Não;Na família;Na família;Não;;;;;;;16 a 19 anos;Ensino médio;NS/NR;Estudante;Sudeste;Não;Não;Importante;Importante;Pouco importante;Sexual;Não;;;
591;Não;Na família;No trabalho;Não;;;;;;;16 a 19 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Sudeste;Não;Sim;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
592;Não;Nas instituições públicas;Na família;Sim;Sexual;1 vez;até 19 anos;NS/NR;Procurou uma delegacia da mulher;Ótimo;16 a 19 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Importante;Sexual;Sim;Física;Foi para sua casa;
593;As vezes;Na família;Nas instituições públicas;Não;;;;;;;16 a 19 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sudeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
594;As vezes;Na família;Na Justiça;Não;;;;;;;16 a 19 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Sudeste;Não;Não;Importante;Importante;Importante;Física;Não;;;
595;As vezes;Na família;No trabalho;Não;;;;;;;16 a 19 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Estudante;Sudeste;As vezes;Em parte;Importante;Muito importante;Importante;Sexual;Não;;;
596;Não;Na família;Na Justiça;Não;;;;;;;16 a 19 anos;Ensino fundamental;NS/NR;Estudante;Sudeste;Não;Em parte;Importante;Importante;Muito importante;Sexual;Não;;;
597;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;16 a 19 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sudeste;Não;Em parte;Importante;Muito importante;Importante;Sexual;Sim;Física;;
598;Não;Nas instituições públicas;Na família;Não;;;;;;;16 a 19 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
599;As vezes;Na família;Na Justiça;Não;;;;;;;16 a 19 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Em parte;Muito importante;Importante;Muito importante;Moral;Não;;;
600;Não;No trabalho;Na Justiça;Sim;Psicológica;4 vezes ou mais;até 19 anos;Namorado;Silenciou;;16 a 19 anos;Ensino médio;NS/NR;Dona de casa;Sudeste;Não;Não;Importante;Importante;Importante;Psicológica;Sim;Psicológica;;
601;Não;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino superior;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Importante;Moral;Não;;;
602;As vezes;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Sudeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
603;Não;Na família;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
604;Não;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Sim;Muito importante;Muito importante;Importante;Sexual;Não;;;
605;Não;Na família;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
606;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sudeste;Não;Não;Muito importante;Muito importante;Importante;Física;Sim;Física;;
