"ID";"P03";"P05";"P06";"P07";"P08";"P12";"P1301";"P1302";"P1303";"P1304";"P1305";"P1306";"P1307";"P1308";"P1309";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P231";"P232";"P233";"P234";"P235";"P236";"P237";"P238";"P24";"P251";"P252";"P253";"P254";"P255";"P256";"P257";"P258";"P2601";"P2602";"P2603";"P2604";"P2605";"P2606";"P2607";"P2608";"P2609";"P2610";"P2611";"P2612";"P2613";"P2614";"P2615";"P2701";"P2702";"P2703";"P2704";"P2705";"P2706";"P2707";"P2708";"P2709";"P2710";"P2711";"P2712";"P2713";"P2714";"P2715";"P2716";"P2717";"P2718";"P28";"P29";"P30";"P32";"P3101";"P3102";"P3103";"P3104";"P3105";"P3106";"P3107";"P3108";"P3109";"P3110";"P3111";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"REGIAO";"P09";"P10";"P11";"P17";"P18';"PropFM",,,
581;Tocantins;Não;No trabalho;Muito machista;Continuou igual;Na maioria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Amarela;Norte;;;Sim;Não;<b>Deve</b>;28802,25
582;Pernambuco;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Nordeste;Sim;Sim;Sim;Sim;<b>Deve</b>;21070,,,
583;Pernambuco;Não;Na rua;Muito machista;Diminuiu;Na minoria das vezes;No;Yes;No;Yes;Yes;No;Yes;No;No;Sim;Sim;Pouco;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Aposentada / Pensionista</b>;Parda;Nordeste;;;Sim;Sim;<b>Deve</b>;13884,4444444444
584;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;Sim;Não;Sim;Sim;<b>Deve</b>;38071,4444444444
585;Pará;Às vezes;Na rua;Pouco machista;Aumentou;Na maioria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;;Sim;Não;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;38296,5416666667,
586;Pará;Não;;Muito machista;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Sim;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>16 a 17 anos</b>;Yes;No;No;No;No;No;No;No;No;No;No;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Desempregada</b>;Parda;Norte;Sim;Sim;Sim;Não;<b>Deve</b>;24098,4583333333,,
587;Pará;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Preta;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;26691,5,
588;Minas Gerais;Às vezes;Na família;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>União estável</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;87994,5957446808,
589;Pará;Às vezes;Na família;Pouco machista;Aumentou;Na maioria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Viúva</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Dona de casa / Do lar</b>;Parda;Norte;Sim;Sim;Sim;Não;<b>Deve</b>;11939,775
590;Pará;Não;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;34412,714285714,
591;Tocantins;Às vezes;Na família;Nada machista;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Amarela;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;62294,833333333,
592;Pará;Não;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;Yes;Yes;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;59325,5714285714,,
593;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Não;No;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>União estável</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Não sei </b>;<b>Empregada doméstica</b>;Preta;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;10784,8333333333,,
594;Minas Gerais;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;Yes;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Sim;<b>18 a 19 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 30 a 39 anos</b>;<b>União estável</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Desempregada</b>;Preta;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;105332,52631579,
595;Minas Gerais;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 18 a 19 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;62771,4925373134,,
596;Pará;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Sim;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Norte;Sim;Sim;Sim;Não;<b>Deve</b>;15036,75
597;Minas Gerais;Não;Na rua;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;No;Yes;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 18 a 19 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Estudante</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;62771,4925373134,,
598;Pará;Não;Na família;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Central de Atendimento à Mulher (Ligue 180)</b>;Sim;Sim;No;No;Yes;No;Yes;No;No;No;Sim;No;Yes;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Sem renda</b>;<b>Estudante</b>;Preta;Norte;Sim;<b>Não sei  (Não Ler)</b>;Sim;Sim;<b>Deve</b>;34412,714285714,,
599;Minas Gerais;Às vezes;Na família;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Pós-graduação COMPLETA</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;34962,6532738095
600;Pará;Às vezes;Na rua;Pouco machista;Diminuiu;Na minoria das vezes;No;Yes;No;No;No;No;Yes;No;No;Sim;Sim;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Preta;Norte;;;Sim;Sim;<b>Deve</b>;38296,5416666667,
601;Minas Gerais;Às vezes;Na rua;Muito machista;Diminuiu;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;;;Não;Não;<b>Deve</b>;100921,928571429,,
602;Pará;Não;No trabalho;Muito machista;Continuou igual;Na minoria das vezes;No;No;Yes;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>A vítima</b>;Sim;Sim;No;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Mais de R$ 9.370,01 (Mais de 10 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Norte;;;Sim;Sim;<b>Deve</b>;11895,972222222,
603;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Não;<b>20 a 29 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;59797,1922146027,,
604;Pará;Não;Na rua;Pouco machista;Aumentou;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Não;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Branca;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;14299,,
605;Minas Gerais;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Sim;Pouco;<b>Não sei  (Não Ler)</b>;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Desempregada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;32705,7142857143,,
606;Pará;Às vezes;Na rua;Muito machista;Diminuiu;Na minoria das vezes;No;Yes;No;No;No;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Sim;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 40 a 49 anos</b>;<b>União estável</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Norte;;;Sim;Sim;<b>Deve</b>;38296,5416666667,
607;Minas Gerais;Às vezes;Na rua;Pouco machista;Diminuiu;Na minoria das vezes;No;No;No;No;Yes;No;No;Yes;No;Sim;Em parte;Nada;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 16 a 17 anos</b>;<b>Solteira</b>;Não;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Preta;Sudeste;;;Sim;Sim;<b>Deve</b>;95049,8392857143,
608;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Sim;<b>16 a 17 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Casada</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;62771,4925373134,
609;Pará;<b>Não sei (Não Ler)</b>;Na família;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;34412,714285714,
610;Minas Gerais;Não;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;No;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Amarela;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;38071,4444444444
611;Minas Gerais;Não;Na família;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>20 a 29 anos</b>;No;No;No;No;No;No;No;No;Yes;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;100921,928571429,
612;Minas Gerais;Não;;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>18 a 19 anos</b>;No;Yes;No;No;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Parda;Sudeste;Não;Sim;Sim;Não;<b>Deve</b>;100921,928571429,
613;Pará;Não;Na família;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Central de Atendimento à Mulher (Ligue 180)</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Sim;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Sim;<b>20 a 29 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;34412,714285714,
614;Pará;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;Yes;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>20 a 29 anos</b>;Yes;No;No;No;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Preta;Norte;;;Não;Sim;<b>Deve</b>;59325,5714285714,
615;Pará;Às vezes;;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;Yes;No;Sim;Em parte;Pouco;Não;;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Preta;Norte;Não;Não;Sim;Sim;<b>Deve</b>;22653,
616;Pará;Às vezes;No trabalho;Muito machista;Continuou igual;Na minoria das vezes;Yes;Yes;No;No;Yes;Yes;Yes;No;No;Sim;Sim;Muito;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Amarela;Norte;;;Sim;Sim;<b>Deve</b>;11895,972222222
617;Minas Gerais;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;No;No;Yes;No;Yes;No;No;No;Sim;Em parte;Muito;Não;;Sim;Sim;Yes;No;Yes;Yes;Yes;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Não;Não;Sim;<b>0 a 15 anos</b>;No;No;Yes;Yes;No;No;No;No;Yes;No;No;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;37020,1875
