"ID";"P04";"P05";"P06";"P08";"P10";"P11";"P12";"P15";"P16";"P17";"P19";"P071";"P072";"P073";"P074";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P181";"P182";"P183";"P184";"P185";"P186";"P187";"P2001";"P2002";"P2003";"P2004";"P2005";"P2006";"P2007";"P2008";"P2009";"P2010";"P2011";"P211";"P212";"P213";"P214";"P215";"P216";"P217";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P03";"P32";"P33";"P34";"P35";"P36";"P37";"P02";"P13";"P14",
587;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Católica;Parda;Pará                                                    ;Sim;Deve,
588;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Sim;Sim;Melhor;Sim;-2;Sim;Não;Yes;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Parda;Pará                                                    ;Sim;Deve,
589;Sim;Na sociedade;Aumentou;Na minoria das vezes;Sim;Sim;Igual;Não;-2;Sim;Não;Yes;Yes;No;No;No;No;No;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Parda;Pará                                                    ;Sim;Deve,
590;Não;Na sociedade;Aumentou;Não denunciam;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Não;Não;Yes;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Indígena;Pará                                                    ;Não;Deve,
591;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Branca;Paraná                                                  ;Não;Deve,
592;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;Paraná                                                  ;Sim;Deve,
593;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;Paraná                                                  ;Sim;Deve,
594;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Não;-2;Sim;Não;No;No;Yes;No;No;No;No;Yes;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Dona de casa / Do lar;Católica;Branca;Paraná                                                  ;Não;Deve,
595;Não;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Católica;Parda;Paraná                                                  ;Não;Deve,
596;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Sim;Não;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Outra;Branca;Pernambuco                                               ;Sim;Deve,
597;Não;Na sociedade;Continuou igual;Na minoria das vezes;Sim;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;Pernambuco                                               ;Sim;Deve,
598;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Empregada doméstica;Católica;Branca;Pernambuco                                               ;Não;Deve,
599;Não;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Sim;No;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Marido / companheiro;Não;;;Não fez nada;Medo de vingança do agressor;;;16 a 19 anos;Segunda vez;Nordeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Empregada doméstica;Católica;Parda;Pernambuco                                               ;Não;Deve,
600;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;-2;Sim;Não;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Preta;Pernambuco                                               ;Não;Deve,
601;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Dona de casa / Do lar;Evangélica;Branca;Rio de Janeiro                                           ;Não;Deve,
602;Não;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;Rio de Janeiro                                           ;Sim;Deve,
603;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Rio de Janeiro                                           ;Não;Deve,
604;Às vezes;No trabalho;Continuou igual;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Sim;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;No;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Marido / companheiro;Não;;;Denunciou em uma delegacia comum;;Bom;;20 a 29 anos;Terceira vez ou mais;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Rio de Janeiro                                           ;Não;Deve,
605;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Sem renda;Funcionária de empresa privada;Evangélica;Parda;Rio de Janeiro                                           ;Não;Deve,
606;Sim;Na família;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Sem renda;Dona de casa / Do lar;Católica;Branca;Rio de Janeiro                                           ;Não;Deve,
607;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Sem renda;Dona de casa / Do lar;Católica;Parda;Rio de Janeiro                                           ;Sim;Deve,
608;Não;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Evangélica;Parda;Rio de Janeiro                                           ;Sim;Deve,
609;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Católica;Branca;Rio de Janeiro                                           ;Sim;Deve,
610;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;No;No;Yes;No;Yes;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Ruim;;30 a 39 anos;Terceira vez ou mais;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Espírita;Branca;Rio de Janeiro                                           ;Não;Deve
611;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Sim;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;Yes;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Sem renda;Desempregada;Católica;Preta;Rio de Janeiro                                           ;Sim;Deve,
612;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Sim;No;Yes;Yes;No;No;Yes;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Marido / companheiro;Não;;;Procurou ajuda da família;;;;30 a 39 anos;Primeira vez;Nordeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Amarela;Rio Grande do Norte                                      ;Sim;Deve,
613;Não;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Sim;Não;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Espírita;Parda;Rio Grande do Sul                                        ;Sim;Deve,
614;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;Rio Grande do Sul                                        ;Sim;Deve,
615;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Marido / companheiro;Não;;;Procurou ajuda dos amigos;;;;20 a 29 anos;Primeira vez;Sul;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Espírita;Parda;Rio Grande do Sul                                        ;Sim;Deve,
616;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Servidora Pública;Católica;Branca;Rio Grande do Sul                                        ;Sim;Deve,
617;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Servidora Pública;Evangélica;Branca;Rio Grande do Sul                                        ;Não;Deve,
618;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 30 a 39 anos;Ensino Médio;Sem renda;Dona de casa / Do lar;Católica;Branca;Rondônia                                                ;Não;Deve,
619;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Parda;Rondônia                                                ;Sim;Deve,
620;Não;No trabalho;Continuou igual;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Católica;Branca;Santa Catarina                                           ;Não;Deve,
621;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 30 a 39 anos;Ensino Médio;Sem renda;Estudante;Católica;Branca;Santa Catarina                                           ;Sim;Não deve,
622;Às vezes;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Sim;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Empregada doméstica;Evangélica;Parda;São Paulo                                               ;Sim;Deve,
623;Às vezes;No trabalho;Diminuiu;Na minoria das vezes;Em parte;Não;-2;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;No;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;São Paulo                                               ;-2;,
624;Não;Na família;Aumentou;Não denunciam;Não;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;No;No;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Dona de casa / Do lar;Católica;Branca;São Paulo                                               ;Não;Deve,
625;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Outra;Branca;São Paulo                                               ;Não;Deve,
626;Às vezes;Na família;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;São Paulo                                               ;Não;Deve,
627;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
628;Não;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;Yes;No;No;No;No;Yes;Yes;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Péssimo;;30 a 39 anos;Primeira vez;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve
629;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Sim;Sim;Igual;NS/NR;-2;Não;Não;No;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Sem renda;Dona de casa / Do lar;Católica;Branca;São Paulo                                               ;Não;Deve,
630;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;Yes;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Preta;São Paulo                                               ;Sim;Deve,
631;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Sim;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;Yes;No;No;No;No;Yes;No;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;São Paulo                                               ;Sim;Deve,
632;Às vezes;No trabalho;Aumentou;Não denunciam;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 5 a 10 S.M.;Dona de casa / Do lar;Evangélica;Parda;São Paulo                                               ;Sim;Deve,
633;Não;No trabalho;Aumentou;Não denunciam;Não;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Sim;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Procurou ajuda da família;;;;16 a 19 anos;Terceira vez ou mais;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Parda;São Paulo                                               ;Sim;Deve
634;Não;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Sim;Sim;No;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;Yes;Yes;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Procurou ajuda da família;;;;20 a 29 anos;Terceira vez ou mais;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Sem religião/crença;Branca;São Paulo                                               ;Não;Deve
635;Não;Na família;Aumentou;Não denunciam;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Espírita;Branca;São Paulo                                               ;Sim;Deve,
636;Às vezes;No trabalho;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Funcionária de empresa privada;Espírita;Branca;São Paulo                                               ;Sim;Deve,
637;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 30 a 39 anos;Ensino Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Outra;Branca;São Paulo                                               ;Sim;Deve,
638;Não;Na família;Aumentou;Na maioria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Sim;No;Yes;Yes;No;Yes;Yes;No;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Marido / companheiro;Sim;Sim;Raramente (de vez em quando);Denunciou em uma delegacia comum;;Péssimo;;30 a 39 anos;Segunda vez;Sudeste;De 30 a 39 anos;Ensino Médio;Sem renda;Dona de casa / Do lar;Evangélica;Branca;São Paulo                                               ;Não;Deve,
639;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Não;-2;Sim;Sim;Yes;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Marido / companheiro;Sim;Não;;Procurou a Igreja;;;;30 a 39 anos;Segunda vez;Sudeste;De 30 a 39 anos;Ensino Médio;Mais de 2 a 5 S.M.;Estudante;Evangélica;Branca;São Paulo                                               ;Não;Deve,
