"ID";"P04";"P05";"P10";"P11";"P19";"P2001";"P2002";"P2003";"P2004";"P2005";"P2006";"P2007";"P2008";"P2009";"P2010";"P2011";"P211";"P212";"P213";"P214";"P215";"P216";"P217";"P22";"P23";"P25";"P26";"P28";"P30";"P06";"P08";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P15";"P16";"P17";"P181";"P182";"P183";"P184";"P185";"P186";"P187";"P24";"P27";"P29";"P31";"P32";"P33";"Renda2";"P35";"P37";"P36";"P03";"P02";"P071";"P072";"P073";"P074";"P12";"P13";"P14";"P34"
612;Não;Na família;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Marido / companheiro;Não;;Outra opção <b>(Não ler)</b>;;16 a 19 anos;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;2ª vez;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Aposentada / Pensionista;NS/NR ;Evangélica;Nordeste;Pernambuco;Não;Não;Sim;Não;Pior;Sim;Sim;Até 2 S.M.
613;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;16 a 19 anos;Ens. Médio;Sem renda;Estudante;Branca;Católica;Nordeste;Pernambuco;Não;Não;Sim;Não;Melhor;Não;Sim;Sem renda
614;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;40 a 49 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
615;Não;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Preta;Evangélica;Nordeste;Pernambuco;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
616;Às vezes;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;Parda;Católica;Nordeste;Pernambuco;Não;Não;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
617;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;60 ou mais;Até Ens. Fund.;Mais de 2 a 5 S.M.;Servidora Pública;Parda;Católica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Pior;Não;Sim;Mais de 2 a 5 S.M.
618;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;NS/NR;;Não;;;;;;;;;;;;60 ou mais;Ens. Superior;Mais de 5 S.M.;Aposentada / Pensionista;Branca;Católica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
619;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Central de Atendimento à Mulher (Ligue 180);Não;;;;;;;;;;;;20 a 29 anos;Ens. Superior;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Branca;Evangélica;Nordeste;Pernambuco;Sim;Sim;Não;Não;Melhor;Não;Sim;Mais de 2 a 5 S.M.
620;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Branca;Evangélica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Igual;Não;Sim;Sem renda
621;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;NS/NR;;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Parda;Evangélica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Pior;Não;Sim;Mais de 2 a 5 S.M.
622;Não;Na família;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Marido / companheiro;Não;;Procurou a Igreja;;30 a 39 anos;Diminuiu;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Não;Não;Sim;Não;Não;Não;Não;;;;3ª vez ou +;60 ou mais;Ens. Superior;Mais de 2 a 5 S.M.;Aposentada / Pensionista;Branca;Católica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
623;Não;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Parda;Sem religião/crença;Nordeste;Pernambuco;Sim;Não;Não;Não;Pior;Sim;Sim;Sem renda
624;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;NS/NR ;Nordeste;Pernambuco;Sim;Sim;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
625;Não;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;NS/NR;;;;;;;;;;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;40 a 49 anos;Até Ens. Fund.;NS/NR;Dona de casa / Do lar;Branca;Evangélica;Nordeste;Pernambuco;Sim;Não;Não;Não;Melhor;Sim;Sim;NS/NR
626;Não;Na sociedade;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Pai;Não;;NS/NR <b>(Não ler)</b>;;0 a 15 anos;Continua igual;Não denunciam;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;NS/NR;;Sim;Sim;Sim;Não;Não;Não;Não;Não;;;;Não procurou ajuda;30 a 39 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Pernambuco;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
627;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Piauí;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
628;Não;Na família;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Irmão / cunhado;Não;;Não fez nada;;NS/NR;Aumentou;Não denunciam;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Não;Não;Não;Sim;Não;;Acreditar que seria a última vez;;Não procurou ajuda;20 a 29 anos;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Piauí;Sim;Não;Sim;Não;Pior;Sim;Sim;Até 2 S.M.
629;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;40 a 49 anos;Ens. Médio;NS/NR;Funcionária de empresa privada;Preta;Católica;Nordeste;Piauí;Sim;Sim;Não;Não;Melhor;Sim;Sim;NS/NR
630;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Indígena;Evangélica;Nordeste;Piauí;Sim;Sim;Não;Não;Igual;Não;Não;Até 2 S.M.
631;Às vezes;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Nordeste;Piauí;Sim;Não;Não;Não;Melhor;Não;Sim;Até 2 S.M.
632;Às vezes;No trabalho;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Outro;;;Não fez nada;;NS/NR;Continua igual;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Delegacia da Mulher;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Outra opção;;Não procurou ajuda;30 a 39 anos;Ens. Médio;Até 2 S.M.;Servidora Pública;Parda;Católica;Nordeste;Piauí;Sim;Não;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
633;Não;No trabalho;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Outro;;;Não fez nada;;20 a 29 anos;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Outra opção;;Não procurou ajuda;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Parda;Católica;Nordeste;Piauí;Não;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
634;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Piauí;Sim;Não;Não;Não;Igual;Não;Sim;Mais de 2 a 5 S.M.
635;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;16 a 19 anos;Até Ens. Fund.;Até 2 S.M.;Funcionária de empresa privada;Parda;Espírita;Nordeste;Piauí;Não;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
636;Às vezes;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;20 a 29 anos;Ens. Superior;Sem renda;Estudante;Parda;Católica;Nordeste;Piauí;Não;Não;Sim;Não;Melhor;Sim;Sim;Sem renda
637;Não;Na família;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Ex-namorado/ex-marido/ex-companheiro;Não;;Procurou a Igreja;;20 a 29 anos;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Sim;Não;Não;Sim;Não;Não;;;;1ª vez;50 a 59 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Indígena;Evangélica;Nordeste;Piauí;Não;Não;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
638;Não;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Sim;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Sem renda;Profissional Liberal (Autônoma);Branca;Católica;Nordeste;Piauí;Sim;Sim;Não;Não;Melhor;Não;Sim;Sem renda
639;Às vezes;No trabalho;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Tio / Primo;Não;;Denunciou em uma delegacia comum;Regular;0 a 15 anos;Continua igual;Na minoria das vezes;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;1ª vez;20 a 29 anos;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;Parda;Sem religião/crença;Nordeste;Piauí;Não;Não;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
640;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Sem religião/crença;Nordeste;Piauí;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
641;Às vezes;Na sociedade;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Outro;;;Procurou a Igreja;;0 a 15 anos;Diminuiu;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;;;3ª vez ou +;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;NS/NR ;Católica;Nordeste;Piauí;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
642;Às vezes;No trabalho;Em parte;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Pai;Sim;;Procurou ajuda dos amigos;;16 a 19 anos;Diminuiu;Na minoria das vezes;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;;;1ª vez;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Preta;Católica;Nordeste;Piauí;Sim;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
643;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Sim;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Nordeste;Piauí;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
644;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Servidora Pública;Parda;Católica;Nordeste;Piauí;Sim;Sim;Não;Não;Melhor;Não;Sim;Até 2 S.M.
645;Não;Na família;Em parte;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Não;Marido / companheiro;Não;;Outra opção <b>(Não ler)</b>;;16 a 19 anos;Diminuiu;Não denunciam;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;Sim;Não;Não;Não;Não;Sim;Não;Não;;;;3ª vez ou +;40 a 49 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Nordeste;Piauí;Sim;Sim;Não;Não;Igual;Sim;Sim;Até 2 S.M.
646;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Sim;Não;Não;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Até 2 S.M.;Aposentada / Pensionista;Parda;Católica;Nordeste;Piauí;Não;Sim;Sim;Não;Melhor;Não;Não;Até 2 S.M.
647;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Rio Grande do Norte;Não;Sim;Não;Não;Melhor;Não;Sim;Até 2 S.M.
648;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Evangélica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
649;Sim;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;NS/NR;;Não;;;;;;;;;;;;60 ou mais;NS/NR;Até 2 S.M.;Dona de casa / Do lar;Parda;Católica;Nordeste;Rio Grande do Norte;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
650;Sim;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Médio;Sem renda;Profissional Liberal (Autônoma);Preta;Evangélica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Pior;Sim;Sim;Sem renda
651;Não;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal (Autônoma);Parda;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
652;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Branca;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Igual;Sim;Sim;Mais de 2 a 5 S.M.
653;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Ens. Médio;Até 2 S.M.;Estudante;Preta;Evangélica;Nordeste;Rio Grande do Norte;Sim;Sim;Não;Não;Igual;Sim;Sim;Até 2 S.M.
654;Às vezes;Na sociedade;Em parte;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Ex-namorado/ex-marido/ex-companheiro;Não;;Denunciou em uma delegacia comum;Regular;20 a 29 anos;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Sim;Não;Não;Não;Não;;;;3ª vez ou +;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Nordeste;Rio Grande do Norte;Sim;Sim;Não;Não;Igual;Sim;Sim;Até 2 S.M.
655;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;16 a 19 anos;Até Ens. Fund.;Sem renda;Estudante;Branca;Evangélica;Nordeste;Rio Grande do Norte;Sim;Sim;Não;Não;Melhor;Sim;Sim;Sem renda
656;Não;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Família;Sim;Não;Sim;Sim;Não;Não;Não;Não;;;;;60 ou mais;Ens. Superior;Mais de 2 a 5 S.M.;Aposentada / Pensionista;Branca;Evangélica;Nordeste;Rio Grande do Norte;Sim;Sim;Não;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
657;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Médio;Sem renda;Estudante;Parda;Evangélica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Igual;Sim;Sim;Sem renda
658;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na maioria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;40 a 49 anos;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Branca;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
659;Não;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Mais de 2 a 5 S.M.;Aposentada / Pensionista;Parda;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
660;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Superior;Mais de 2 a 5 S.M.;Servidora Pública;Branca;Católica;Nordeste;Rio Grande do Norte;Não;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
661;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;NS/NR;;;;;;;;;;Não;;Sim;Não;Não;Não;Não;Não;Não;Sim;;;;;60 ou mais;Até Ens. Fund.;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Branca;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
662;Não;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Empregada doméstica;Parda;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Não;Não;Igual;Sim;Sim;Até 2 S.M.
663;Às vezes;Na família;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Marido / companheiro;Não;;Procurou ajuda dos amigos;;20 a 29 anos;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Sim;Sim;Não;Não;Não;;;;3ª vez ou +;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
664;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;16 a 19 anos;Ens. Médio;Sem renda;Estudante;Branca;Católica;Nordeste;Rio Grande do Norte;Não;Não;Sim;Não;Melhor;Não;Sim;Sem renda
665;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Preta;Evangélica;Nordeste;Rio Grande do Norte;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
666;Às vezes;No trabalho;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Não denunciam;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Branca;Católica;Nordeste;Rio Grande do Norte;Sim;Não;Sim;Não;Melhor;Sim;Sim;Sem renda
