"ID";"P01";"P02";"P03";"P04";"P07";"P08";"P12";"P13";"P15";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P27";"P061";"P062";"P063";"P064";"P065";"P066";"P111";"P112";"P113";"P114";"P141";"P142";"P143";"P144";"P145";"P146";"P171";"P172";"P173";"P174";"P175";"P176";"P1601";"P1602";"P1603";"P1604";"P1605";"P1606";"P1607";"P1608";"P1609";"P1610";"P261";"P262";"P263";"P264";"P265";"P266";"P267";"P268";"P28";"P29";"P30";"P31";"P32";"P33";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P051";"P052";"P053";"P054";"P055";"P056";"P057";"P058";"P10",,
451;Às vezes;Na sociedade;Diminuiu;Às vezes;Em parte;Sim;Família;Sim;Sim;Marido;Não;;;Outra opção;;;20 a 29 anos;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;Yes;Yes;No;Yes;Yes;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Espírita;Região Sudeste;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não
452;Às vezes;Na sociedade;Diminuiu;Não;Não;Não;Polícia / Delegacia;Não;Sim;NS/NR;Não;;;Procurou ajuda da família;;;16 a 19 anos;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;Yes;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;16 a 19 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Estudante;Sem religião - Ateu;Região Sudeste;;;;;;;;;;;;;;;;;;Não
453;Às vezes;Na sociedade;Continua igual;Não;Não;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
454;Não;Na sociedade;Aumentou;Às vezes;Não;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Até 1 salário mínimo (Até R$ 415,00);Desempregada;Católica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim,
455;Às vezes;Outros ambientes;Diminuiu;Não;Em parte;Sim;Família;Sim;Sim;Companheiro;Sim;Não;;Não fez nada;Outra opção;;50 a 59 anos;Sim;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;Yes;No;No;50 a 59 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
456;Sim;Na família;Diminuiu;Às vezes;Em parte;Sim;NS/NR;Sim;Não;;;;;;;;;Sim;No;Yes;No;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;60 anos ou +;5ª a 8ª série do Fund.;NS/NR;Aposentada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim,,
457;Às vezes;No trabalho;Diminuiu;Às vezes;Em parte;Sim;Outras respostas;Não;Não;;;;;;;;;Não;No;Yes;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;50 a 59 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Sem religião - Ateu;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não
458;Não;No trabalho;Aumentou;Não;Não;Sim;Outras respostas;Sim;Sim;Marido;Sim;Sim;Raramente (de vez em quando);Não fez nada;Outra opção;;20 a 29 anos;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;30 a 39 anos;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,,
459;Não;Na família;Aumentou;NS/NR;Não;Sim;Polícia / Delegacia;Sim;Sim;Marido;Sim;Não;;Denunciou em Delegacia da Mulher (Ir para P24);;Bom;20 a 29 anos;Não;;;;;;;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;60 anos ou +;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Servidora pública;Evangélica;Região Sudeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Não
460;Não;Na família;Aumentou;Às vezes;Em parte;Sim;NS/NR;Não;Não;;;;;;;;;Não;Yes;No;Yes;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;Yes;No;No;50 a 59 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Aposentada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
461;Não;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
462;Às vezes;No trabalho;Aumentou;Não;Não;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Outras opções;Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim
463;Sim;Na família;Aumentou;Não;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;50 a 59 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Profissional liberal (Autônoma);Católica;Região Sudeste;Yes;No;No;No;No;No;No;No;No;;;;;;;;;Não,
464;Às vezes;Na família;Aumentou;Não;Em parte;Não;Família;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;No;No;20 a 29 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Funcionária de empresa privada;Sem religião - Ateu;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
465;Não;Na família;Aumentou;Não;Em parte;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
466;Às vezes;No trabalho;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;30 a 39 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Servidora pública;Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não
467;Não;Na sociedade;Aumentou;Não;Não;Sim;Polícia / Delegacia;Sim;Sim;Marido;Não;;;Outra opção;;;16 a 19 anos;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;NS/NR;Funcionária de empresa privada;Evangélica;Região Sudeste;No;No;Yes;No;No;No;No;No;No;;;;;;;;;Não,,
468;Não;Na família;Aumentou;Não;Em parte;Sim;Família;Sim;Sim;Marido;Não;;;Outra opção;;;20 a 29 anos;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;60 anos ou +;Até a 4ª série do Fund.;Até 1 salário mínimo (Até R$ 415,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,
469;Às vezes;Outros ambientes;Aumentou;Às vezes;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Não;No;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;No;No;50 a 59 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Profissional liberal (Autônoma);Outras religiões;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
470;Às vezes;No trabalho;Diminuiu;Não;Em parte;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;30 a 39 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Não
471;Às vezes;Na família;Aumentou;Não;Não;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;No;Yes;No;Yes;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não
472;Às vezes;No trabalho;Diminuiu;Não;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Funcionária de empresa privada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim,
473;Às vezes;Na sociedade;Continua igual;Às vezes;Não;Não;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;No;No;No;50 a 59 anos;Pós-graduação;Mais de 10 SM (Mais de R$ 4.150,00);Funcionária de empresa privada;Espírita;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Não,
474;Às vezes;Outros ambientes;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;Yes;No;No;No;No;No;50 a 59 anos;Ensino Superior;NS/NR;Do Lar (Dona de casa);Espírita;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim,,
475;Às vezes;Na sociedade;Continua igual;Às vezes;Sim;Sim;Família;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Desempregada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
476;Às vezes;Na família;Aumentou;Às vezes;Em parte;Sim;Delegacia da Mulher;Sim;Sim;Marido;Não;;;Não fez nada;Medo de retaliação por parte do agressor;;30 a 39 anos;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;30 a 39 anos;Ensino Médio;NS/NR;Desempregada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;Sim,,
477;Às vezes;Na sociedade;Continua igual;Não;Em parte;Não;Outras respostas;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;;;;;;;;;;;;;;;;;;Não
478;Não;Na sociedade;Continua igual;Às vezes;Não;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;50 a 59 anos;Até a 4ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Empregada doméstica;Católica;Região Sudeste;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não
479;Não;Na sociedade;Continua igual;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;20 a 29 anos;Ensino Médio;NS/NR;Do Lar (Dona de casa);Sem religião - Ateu;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim,,
480;Não;Na sociedade;Continua igual;Às vezes;Não;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;50 a 59 anos;Ensino Médio;NS/NR;Funcionária de empresa privada;Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim,,
481;Não;Na família;Aumentou;Não;Não;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;20 a 29 anos;Ensino Médio;NS/NR;Profissional liberal (Autônoma);Católica;Região Sudeste;No;No;No;No;Yes;No;No;No;No;;;;;;;;;Sim,,
482;Às vezes;No trabalho;Continua igual;Às vezes;Não;Sim;Família;Sim;Não;;;;;;;;;Sim;No;Yes;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;50 a 59 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Servidora pública;Espírita;Região Sudeste;No;No;No;No;Yes;No;No;Yes;No;No;No;No;Yes;No;No;No;No;Sim
483;Não;Na família;Aumentou;Sim;Sim;Sim;Polícia / Delegacia;Sim;Sim;Marido;Não;;;Denunciou em Delegacia da Mulher (Ir para P24);;Bom;20 a 29 anos;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;20 a 29 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Empregada doméstica;Evangélica;Região Sudeste;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
484;Não;Na família;NS/NR;Não;Em parte;Sim;Central de Atendimento à Mulher (número 180);Sim;Não;;;;;;;;;Sim;No;Yes;No;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;No;No;No;Yes;60 anos ou +;Ensino Médio;Mais de 10 SM (Mais de R$ 4.150,00);Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,
485;Às vezes;Na família;Aumentou;Não;Em parte;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;Yes;No;No;No;30 a 39 anos;Pós-graduação;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Evangélica;Região Sudeste;No;Yes;No;Yes;No;No;No;Yes;No;;;;;;;;;Sim
486;Não;Na sociedade;Aumentou;Não;Não;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Não;No;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;60 anos ou +;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,,
487;Não;No trabalho;Aumentou;Não;Não;Sim;Polícia / Delegacia;Sim;Sim;Marido;Não;;;Não fez nada;A certeza de que nada irá mudar;;30 a 39 anos;Não;No;Yes;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Empregada doméstica;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
488;Às vezes;No trabalho;Diminuiu;Não;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;Yes;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Espírita;Região Sudeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Não
489;Às vezes;Na sociedade;Aumentou;Às vezes;Não;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;60 anos ou +;Ensino Médio;Mais de 10 SM (Mais de R$ 4.150,00);Aposentada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não,
490;Às vezes;Na sociedade;Diminuiu;Não;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;Yes;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;Yes;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não
491;Não;Na sociedade;Aumentou;Não;Não;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;50 a 59 anos;Ensino Superior;NS/NR;Servidora pública;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,,
492;Às vezes;Na família;Aumentou;Não;Não;Sim;Polícia / Delegacia;Sim;Sim;Marido;Não;;;Procurou ajuda da família;;;20 a 29 anos;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
493;Não;Na sociedade;Continua igual;Às vezes;Sim;Não;Outras respostas;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;60 anos ou +;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim,,
494;NS/NR;Na sociedade;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;Yes;Yes;No;No;50 a 59 anos;5ª a 8ª série do Fund.;Até 1 salário mínimo (Até R$ 415,00);Aposentada;Católica;Região Sudeste;No;No;No;No;Yes;No;No;No;No;;;;;;;;;Sim,
495;Às vezes;No trabalho;Diminuiu;Não;Em parte;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;20 a 29 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
496;Não;Outros ambientes;Continua igual;Não;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;30 a 39 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Empregada doméstica;Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim
497;Às vezes;No trabalho;Aumentou;Às vezes;Em parte;Sim;Família;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;50 a 59 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Outras opções;Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim,
498;Às vezes;Na sociedade;Continua igual;Às vezes;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;Sim
499;Às vezes;No trabalho;Aumentou;Às vezes;Não;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
500;Não;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;Yes;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Não
501;Não;Na sociedade;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;Yes;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;Yes;No;No;No;No;40 a 49 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Profissional liberal (Autônoma);Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
502;Às vezes;NS/NR;Aumentou;Não;Não;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;50 a 59 anos;5ª a 8ª série do Fund.;NS/NR;Desempregada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,,
503;Às vezes;Outros ambientes;Aumentou;Não;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não
504;Às vezes;Na sociedade;Aumentou;Às vezes;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Profissional liberal (Autônoma);Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim
505;Não;NS/NR;Aumentou;Às vezes;Sim;Não;NS/NR;Não;Não;;;;;;;;;Não;No;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;60 anos ou +;Não Alfabetizado;NS/NR;Aposentada;Católica;Região Norte;;;;;;;;;;No;No;No;No;No;No;Yes;No;NS/NR,,
506;Às vezes;Na família;Aumentou;Às vezes;Em parte;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;No;Yes;50 a 59 anos;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Norte;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim,,
