"ID";"P04";"P05";"P10";"P11";"P20";"P2101";"P2102";"P2103";"P2104";"P2105";"P2106";"P2107";"P2108";"P2109";"P2110";"P2111";"P221";"P222";"P223";"P224";"P225";"P226";"P227";"P24";"P26";"P27";"P29";"P31";"P06";"P07";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P16";"P17";"P18";"P191";"P192";"P193";"P194";"P195";"P196";"P197";"P25";"P28";"P30";"P32";"P03";"P02";"P34";"P35";"P36";"P37";"P38";"P39";"P12";"P13";"P141";"P142";"P143";"P144";"P15";"P23";"P33_1";"P33_2",
876;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Polícia / Delegacia comum;Sim;No;No;Yes;No;No;No;No;;;;;Sul;Rio Grande do Sul;50 a 59;Ens. Superior;Mais de 5 a 10;Aposentada;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
877;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sul;Rio Grande do Sul;30 a 39;Ens. Superior;Mais de 2 a 5;Servidora Pública;Católica;Branca;Melhor;Não;No;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
878;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Delegacia da Mulher;Sim;Yes;No;No;No;Yes;No;No;;;;;Sul;Rio Grande do Sul;40 a 49;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Católica;Branca;Igual;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
879;Às vezes;No trabalho;Em parte;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Não;;Procurou ajuda da família;;20 a 29 anos;Diminuiu;Não denunciam;No;Yes;No;No;No;No;Yes;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;Primeira vez;Sul;Rio Grande do Sul;20 a 29;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Melhor;Sim;No;Yes;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
880;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;Yes;No;No;;;;;Sul;Rio Grande do Sul;20 a 29;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
881;Às vezes;Na família;Em parte;Sim;Sim;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Não;;Outra opção;;20 a 29 anos;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;No;Yes;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;Não procurei ajuda ;Sudeste;Minas Gerais;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Evangélica;Parda;Melhor;Sim;No;Yes;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
882;Não;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;No;No;No;No;Yes;No;Não;;Sim;Yes;Yes;Yes;Yes;Yes;No;No;;;;;Sudeste;Minas Gerais;60 ou mais;Ens. Superior;Até 2 S.M.;Aposentada;Católica;Parda;Igual;Não;No;No;No;Yes;Não;;Enfraquece a lei;Diminui a proteção à mulher,
883;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Até 2 S.M.;Empregada doméstica;Católica;Preta;Melhor;Sim;Yes;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
884;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;Yes;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;40 a 49;Ens. Superior;Até 2 S.M.;Servidora Pública;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
885;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
886;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;Yes;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;Yes;No;No;;;;;Sudeste;Minas Gerais;40 a 49;Ens. Superior;Até 2 S.M.;Servidora Pública;Católica;Branca;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
887;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Outras respostas ;Não;;;;;;;;;;;;Sudeste;Minas Gerais;30 a 39;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Católica;Parda;Melhor;Sim;No;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
888;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;No;No;No;No;Yes;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;40 a 49;Até Ens. Fund.;Sem renda;Do Lar;Católica;Preta;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
889;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Delegacia da Mulher;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Melhor;Sim;Yes;No;No;No;Não;;Fortalece a lei;Aumenta a proteção à mulher,
890;Não;Na família;Em parte;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;Sim;Todos os dias;Não fez nada;;20 a 29 anos;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Preocupação com a criação dos filhos;;Primeira vez;Sudeste;Minas Gerais;60 ou mais;Ens. Médio;Até 2 S.M.;Profissional Liberal;Católica;Parda;Igual;Sim;Yes;No;No;No;Sim;Marido/companheiro;NS/NR;Diminui a proteção à mulher,
891;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;30 a 39;Até Ens. Fund.;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Melhor;Não;Yes;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
892;Não;NS/NR ;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;No;No;No;No;No;Yes;No;;;;;Sudeste;Minas Gerais;50 a 59;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Igual;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
893;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;50 a 59;Até Ens. Fund.;Sem renda;Do Lar;Católica;Parda;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
894;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;Sudeste;Minas Gerais;40 a 49;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
895;Não;Na família;Sim;Sim;Sim;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Não;;Não fez nada;;16 a 19 anos;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Não;;Não;;;;;;;;;Medo de vingança do agressor;;Não procurei ajuda ;Sudeste;Minas Gerais;60 ou mais;Até Ens. Fund.;Sem renda;Do Lar;Católica;Parda;Igual;Sim;Yes;No;No;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
896;Não;Na família;Sim;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;Não;;Denunciou em delegacia comum;Regular;20 a 29 anos;Aumentou;Na maioria das vezes;No;No;No;No;No;No;No;Yes;No;NS/NR ;;Não;;;;;;;;;;;Terceira vez ou mais;Sudeste;Minas Gerais;50 a 59;Até Ens. Fund.;Até 2 S.M.;Do Lar;Católica;Parda;Igual;Não;Yes;No;No;No;Sim;Ex-namorado,ex-marido ou ex-companheiro;Enfraquece a lei;Aumenta a proteção à mulher
897;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Sem renda;Do Lar;Católica;Branca;Igual;Sim;Yes;No;No;No;Não;;Enfraquece a lei;Diminui a proteção à mulher,
898;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Igual;Sim;Yes;No;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
899;Às vezes;No trabalho;Em parte;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Sim;Raramente (de vez em quando);Não fez nada;;NS/NR;Aumentou;Não denunciam;Yes;No;No;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;No;No;No;No;Yes;No;No;Sim;Não existir punição;;Terceira vez ou mais;Sudeste;Minas Gerais;30 a 39;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Melhor;Sim;No;No;Yes;No;Sim;Marido/companheiro;Enfraquece a lei;Aumenta a proteção à mulher,
900;Não;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;60 ou mais;Ens. Superior;Mais de 2 a 5;Aposentada;Católica;Parda;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
901;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Até 2 S.M.;Empregada doméstica;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
902;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;NS/NR ;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Até Ens. Fund.;Sem renda;Estudante;Outras religiões;Parda;Igual;Sim;Yes;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
903;Não;Na família;Em parte;Sim;Sim;No;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;Sim;;Denunciou em delegacia da Mulher;Ótimo;20 a 29 anos;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Família;Sim;Yes;No;No;No;No;No;No;Não;;;Primeira vez;Sudeste;São Paulo;40 a 49;Ens. Médio;Mais de 2 a 5;Profissional Liberal;Evangélica;Parda;Melhor;Sim;No;No;Yes;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
904;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Central de Atendimento à Mulher (número 180);Sim;Yes;No;No;No;Yes;No;No;;;;;Sudeste;São Paulo;60 ou mais;Ens. Médio;Mais de 2 a 5;Aposentada;Outras religiões;Branca;Igual;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
905;Não;Na sociedade;Não;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Não;;Denunciou em delegacia comum;Ótimo;30 a 39 anos;Aumentou;Não denunciam;Yes;No;No;No;No;No;No;No;No;Sim;Outras respostas ;Não;;;;;;;;;;;Terceira vez ou mais;Sudeste;São Paulo;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Evangélica;Branca;Igual;Sim;No;Yes;No;No;Sim;Marido/companheiro;Fortalece a lei;Aumenta a proteção à mulher,
906;Às vezes;Na família;Em parte;Sim;Sim;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Não;;Denunciou em delegacia comum;Bom;20 a 29 anos;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Não;;Sim;Yes;No;No;No;No;No;No;;;;Primeira vez;Sudeste;São Paulo;40 a 49;Ens. Médio;Sem renda;Do Lar;Evangélica;Branca;Igual;Sim;Yes;No;No;No;Não;Marido/companheiro;Fortalece a lei;Aumenta a proteção à mulher,
907;Não;Na família;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;Sim;;Outra opção;;20 a 29 anos;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Não;;Sim;Yes;No;No;No;Yes;No;No;Não;;;NS/NR;Sudeste;São Paulo;50 a 59;Até Ens. Fund.;Mais de 2 a 5;Empregada doméstica;Evangélica;Parda;Igual;Não;Yes;No;No;No;Sim;Marido/companheiro;NS/NR;NS/NR,
908;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;No;No;No;No;Yes;No;NS/NR ;;Sim;No;Yes;No;No;Yes;No;No;;;;;Sudeste;São Paulo;50 a 59;Ens. Superior;Até 2 S.M.;Servidora Pública;Católica;Branca;Igual;Sim;No;No;Yes;No;Não;;Enfraquece a lei;Diminui a proteção à mulher,
909;Não;Na sociedade;Não;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Sim;;Denunciou em delegacia da Mulher;Bom;20 a 29 anos;Aumentou;Na maioria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Delegacia da Mulher;Não;;;;;;;;Não;;;Primeira vez;Sudeste;São Paulo;50 a 59;Até Ens. Fund.;Sem renda;Profissional Liberal;Evangélica;Branca;Igual;NS/NR ;Yes;Yes;No;No;Sim;Marido/companheiro;Fortalece a lei;Aumenta a proteção à mulher,
910;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Não denunciam;No;No;No;No;No;Yes;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;São Paulo;30 a 39;Ens. Médio;Até 2 S.M.;Profissional Liberal;Evangélica;Branca;Igual;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
911;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;São Paulo;40 a 49;Até Ens. Fund.;Mais de 2 a 5;NS/NR;Católica;Parda;Igual;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
912;Não;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;São Paulo;NS/NR;Ens. Médio;NS/NR;Funcionária de empresa privada;Outras religiões;NS/NR;Pior;Sim;No;Yes;No;No;Sim;;Fortalece a lei;Diminui a proteção à mulher,
913;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;Yes;No;Yes;No;No;No;NS/NR ;;Não;;;;;;;;;;;;Sudeste;São Paulo;40 a 49;Ens. Médio;Até 2 S.M.;Do Lar;Católica;Indígena;Melhor;Não;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
914;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;NS/NR ;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;Yes;No;No;No;No;;;;;Sudeste;São Paulo;40 a 49;Ens. Superior;Mais de 5 a 10;Servidora Pública;Evangélica;Parda;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
915;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;No;No;No;No;No;Yes;No;No;No;Sim;Outras respostas ;Não;;;;;;;;;;;;Nordeste;Alagoas;40 a 49;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal;Católica;Branca;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
916;Às vezes;NS/NR ;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;No;Yes;No;No;No;No;No;;;;;Nordeste;Alagoas;40 a 49;Ens. Superior;Até 2 S.M.;Servidora Pública;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
917;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Yes;No;No;No;No;No;No;No;No;Sim;Outras respostas ;Não;;;;;;;;;;;;Nordeste;Alagoas;20 a 29;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
918;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na maioria das vezes;No;Yes;No;Yes;No;Yes;No;No;No;Não;;Não;;;;;;;;;;;;Nordeste;Alagoas;30 a 39;Até Ens. Fund.;Mais de 2 a 5;Do Lar;Católica;Parda;Pior;Sim;Yes;No;No;No;Sim;;NS/NR;NS/NR,
919;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;Yes;No;No;Sim;Outras respostas ;Sim;No;No;No;No;No;Yes;No;;;;;Nordeste;Alagoas;20 a 29;Ens. Superior;Mais de 2 a 5;Servidora Pública;Católica;Branca;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
920;Às vezes;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;São Paulo;30 a 39;Ens. Médio;Mais de 2 a 5;Servidora Pública;Evangélica;Branca;Melhor;Sim;No;Yes;No;No;Sim;;Fortalece a lei;Diminui a proteção à mulher,
921;Às vezes;Na família;Não;Sim;Sim;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Não;;NS/NR;;NS/NR;Aumentou;Na minoria das vezes;No;Yes;No;No;Yes;No;No;No;No;NS/NR ;;Não;;;;;;;;;;;Não procurei ajuda ;Sudeste;São Paulo;30 a 39;Até Ens. Fund.;Sem renda;Do Lar;Evangélica;Indígena;Igual;NS/NR ;No;Yes;No;No;Sim;Pai;NS/NR;NS/NR,
922;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Não;;Não;;;;;;;;;;;;Sudeste;São Paulo;30 a 39;Ens. Médio;NS/NR;Funcionária de empresa privada;Católica;Branca;Pior;Não;No;No;No;Yes;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
923;Sim;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;No;Yes;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Sem renda;Do Lar;Católica;Parda;Melhor;Não;Yes;No;No;No;Sim;;Fortalece a lei;Aumenta a proteção à mulher,
924;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;40 a 49;Ens. Superior;Até 2 S.M.;Servidora Pública;Evangélica;Branca;Melhor;NS/NR ;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
925;Não;Na família;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;Sim;;Denunciou em delegacia da Mulher;Bom;60 anos ou +;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;Não;;;Terceira vez ou mais;Sudeste;Minas Gerais;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Do Lar;Evangélica;Parda;Melhor;Sim;No;No;Yes;No;Sim;Marido/companheiro;Enfraquece a lei;Diminui a proteção à mulher,
926;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;16 a 19 anos;Ens. Médio;Até 2 S.M.;Estudante;Evangélica;Parda;Melhor;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
927;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;No;No;Yes;Yes;No;No;No;No;No;NS/NR ;;Não;;;;;;;;;;;;Sudeste;Minas Gerais;60 ou mais;Ens. Superior;Até 2 S.M.;Aposentada;Evangélica;Parda;Pior;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Aumenta a proteção à mulher,
928;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;Sudeste;Minas Gerais;30 a 39;Ens. Superior;Até 2 S.M.;Servidora Pública;Católica;Parda;Igual;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
929;Não;Na sociedade;Não;Sim;Sim;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não;;Denunciou em delegacia da Mulher;Ótimo;40 a 49 anos;Continuou igual;Na minoria das vezes;No;No;Yes;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;No;No;No;No;No;Yes;No;;;;Primeira vez;Sudeste;Minas Gerais;50 a 59;Ens. Superior;Mais de 2 a 5;Servidora Pública;Católica;Parda;Melhor;Não;Yes;No;Yes;No;Sim;Ex-namorado,ex-marido ou ex-companheiro;Fortalece a lei;Aumenta a proteção à mulher
930;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;No;Yes;No;No;No;Yes;No;No;No;Sim;Família;Sim;Yes;No;No;No;Yes;No;No;;;;;Sudeste;Minas Gerais;50 a 59;Até Ens. Fund.;Sem renda;Do Lar;Católica;Parda;Melhor;Sim;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
931;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;20 a 29;Ens. Médio;Mais de 2 a 5;Funcionária de empresa privada;Evangélica;Parda;Igual;Não;No;Yes;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
932;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;No;No;No;;;;;Sudeste;Minas Gerais;30 a 39;Ens. Médio;Até 2 S.M.;Servidora Pública;Católica;Parda;Melhor;Não;No;No;Yes;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
933;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Yes;No;No;Yes;No;No;No;No;No;Sim;Polícia / Delegacia comum;Sim;Yes;No;No;No;Yes;No;No;;;;;Nordeste;Tocantins;20 a 29;Ens. Superior;Mais de 5 a 10;Servidora Pública;Católica;Parda;Melhor;Sim;Yes;No;No;No;Sim;;Enfraquece a lei;Diminui a proteção à mulher,
